Id,Model,Price,Age_08_04,Mfg_Year,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,1998,72128,107,1600,5,5,85,1100
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,1998,72090,110,1600,5,5,85,1070
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,1998,72000,110,1600,4,5,69,1035
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,1998,72000,110,1600,3,5,85,1055
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,1998,71900,86,1300,3,5,69,1015
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,1998,71825,110,1600,5,5,85,1075
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,80,1998,71740,110,1600,5,5,85,1070
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,1998,71500,110,1600,4,5,69,1035
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,1998,71359,110,1600,3,5,69,1050
1304,TOYOTA Corolla 1.3 16v linea terra ,5950,79,1998,71263,86,1300,3,5,69,1015
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,1998,71186,110,1600,3,5,69,1050
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,1998,71054,86,1300,3,5,69,1045
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,1998,71000,110,1600,3,5,69,1050
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,80,1998,70939,110,1600,5,5,85,1100
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,1998,70932,110,1600,3,5,69,1050
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,1998,70597,107,1600,3,5,85,1080
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,1998,70482,110,1600,5,5,19,1075
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,1998,70124,110,1600,3,5,69,1050
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,1998,70039,110,1600,3,5,69,1050
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,1998,69904,110,1600,5,5,85,1070
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,1998,69388,86,1300,3,5,69,1010
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,1998,69320,110,1600,5,5,85,1070
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,1998,69000,110,1600,5,5,85,1075
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,1998,68988,86,1300,5,5,69,1035
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,1998,68945,110,1600,5,5,85,1085
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,1998,68285,110,1600,3,5,69,1050
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,1998,68000,110,1600,5,5,85,1075
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,1998,68000,86,1300,3,5,69,1045
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,1998,67451,86,1300,4,5,69,1000
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,1998,67266,86,1300,5,5,69,1035
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,1998,67255,110,1600,5,5,85,1085
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,1998,67100,110,1600,5,5,85,1075
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,1998,67092,72,2000,3,5,185,1115
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1998,66880,110,1600,3,5,85,1055
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,1998,66855,110,1600,5,5,85,1075
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,1998,66843,110,1600,5,5,85,1075
1331,TOYOTA Corolla 1.6HB 2/3-Doors,8500,74,1998,66718,110,1600,3,5,69,1050
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,1998,66168,86,1300,3,5,69,1015
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,1998,65950,110,1600,5,5,85,1070
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,1998,65500,86,1300,3,5,69,1015
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,1998,65307,110,1600,3,5,85,1055
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,1998,65254,86,1300,3,5,69,1015
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,1998,65021,72,2000,3,5,185,1115
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,1998,65006,86,1300,3,5,69,1015
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,1998,64280,110,1600,4,5,69,1035
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,1998,64000,107,1600,3,5,85,1085
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,1998,64000,110,1600,5,5,85,1070
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,80,1998,64000,110,1600,3,5,85,1055
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,79,1998,63918,110,1600,4,5,69,1035
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,75,1998,63634,110,1600,4,5,69,1035
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,80,1998,63500,110,1600,3,5,69,1050
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,80,1998,63266,110,1600,4,5,69,1035
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,1998,62595,110,1600,3,5,69,1050
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,1998,62581,110,1600,5,5,85,1075
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,1998,62285,110,1600,5,5,85,1075
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,77,1998,61906,86,1300,5,5,85,1065
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,74,1998,61700,110,1600,5,5,85,1070
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,77,1998,61648,110,1600,5,5,85,1070
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,75,1998,61626,86,1300,5,5,69,1035
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,70,1998,61510,110,1600,4,5,69,1035
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,79,1998,61165,107,1600,3,5,85,1080
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,70,1998,61000,110,1600,4,5,69,1035
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,76,1998,60833,110,1600,4,5,69,1035
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,70,1998,60600,86,1300,3,5,85,1060
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,72,1998,60483,110,1600,5,5,85,1075
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,80,1998,60476,110,1600,5,5,19,1114
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,79,1998,60142,110,1600,3,5,69,1050
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,69,1998,60050,110,1600,3,5,69,1050
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,77,1998,60000,110,1600,3,5,69,1050
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,76,1998,60000,110,1600,3,5,69,1050
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,76,1998,59815,110,1587,3,5,85,1055
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,80,1998,59326,110,1600,5,5,85,1085
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,73,1998,59240,110,1600,3,5,69,1050
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,71,1998,59164,110,1600,4,5,69,1035
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,70,1998,59017,107,1600,3,5,85,1080
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,1998,58952,110,1600,3,5,69,1050
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,74,1998,58454,86,1300,3,5,69,1015
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,75,1998,58341,86,1300,4,5,69,1030
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,80,1998,58267,110,1600,5,5,85,1070
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,80,1998,58000,110,1600,3,5,85,1055
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,70,1998,57829,110,1600,3,5,19,1050
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1998,57787,86,1300,3,5,69,1015
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,78,1998,57628,110,1600,5,5,85,1075
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,75,1998,57537,86,1300,5,5,69,1050
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,76,1998,57263,110,1600,3,5,69,1050
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,75,1998,57144,110,1600,5,5,85,1070
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,69,1998,57096,86,1300,3,5,69,1025
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,80,1998,57000,86,1300,4,5,69,1000
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,73,1998,56566,110,1600,3,5,69,1050
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,73,1998,56307,110,1600,3,5,69,1050
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,79,1998,56214,86,1300,3,5,69,1015
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,74,1998,56132,110,1600,4,5,69,1035
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,79,1998,55425,110,1600,5,5,85,1075
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,1998,54439,86,1300,3,5,69,1015
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,69,1998,53809,110,1600,3,5,69,1050
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,76,1998,53133,110,1600,5,5,85,1070
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,77,1998,52900,110,1600,4,5,19,1075
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,80,1998,52700,110,1600,3,5,69,1050
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,69,1998,52320,110,1600,5,5,85,1070
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,78,1998,52287,110,1600,5,5,19,1114
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,75,1998,52000,110,1600,5,5,19,1075
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,69,1998,52000,110,1600,3,5,69,1050
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,73,1998,52000,110,1600,4,5,85,1065
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,70,1998,51874,86,1300,4,5,69,1000
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,79,1998,49827,86,1300,5,5,69,1035
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,69,1998,49640,110,1600,4,5,69,1035
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,80,1998,49580,110,1600,4,5,69,1035
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,76,1998,49170,86,1300,3,5,69,1045
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,77,1998,48838,110,1600,3,5,85,1055
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,71,1998,48576,86,1300,3,5,69,1015
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,75,1998,48400,110,1600,5,5,85,1075
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,74,1998,48242,86,1300,5,5,69,1035
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,70,1998,47955,110,1600,5,5,85,1070
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,71,1998,47633,110,1600,5,5,85,1075
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,78,1998,47400,86,1300,5,5,69,1040
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,73,1998,47360,86,1300,3,5,69,1010
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,77,1998,45507,110,1600,3,5,69,1050
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,1998,45410,86,1300,5,5,69,1035
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,70,1998,44850,110,1600,3,5,69,1050
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,69,1998,44826,110,1600,5,5,85,1075
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,80,1998,44444,110,1600,3,5,69,1050
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,75,1998,43720,110,1600,5,5,85,1070
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,78,1998,43622,86,1300,4,5,69,1000
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,1998,43532,110,1600,5,5,85,1070
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,1998,42800,110,1600,3,5,69,1050
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,1998,42317,107,1600,5,5,85,1100
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,1998,42186,110,1600,3,5,69,1050
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,1998,42000,110,1600,3,5,69,1050
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,1998,40093,110,1600,5,5,19,1114
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,1998,39800,107,1600,3,5,85,1080
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,1998,39168,86,1300,3,5,69,1015
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,1998,38945,110,1600,3,5,69,1050
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,1998,36537,110,1600,4,5,85,1075
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,1998,36000,86,1300,3,5,69,1045
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,1998,36000,110,1600,3,5,69,1050
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,1998,35821,86,1300,3,5,19,1015
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,1998,34717,86,1300,3,5,69,1015
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,1998,34000,86,1300,4,5,69,1000
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,1998,30964,110,1600,3,4,85,1080
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,1998,29000,86,1300,3,5,69,1045
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,1998,26000,86,1300,3,5,69,1015
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,1998,24000,86,1300,5,5,85,1065
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,1998,23000,86,1300,3,5,69,1015
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,1998,20544,86,1300,3,5,69,1025
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,1998,19000,86,1300,3,5,69,1015
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,1998,17016,86,1300,3,5,69,1015
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,1998,16916,86,1300,3,5,69,1015
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,1998,1,110,1600,5,5,19,1114
